"","area","cluster","cluster_name","keyword","count","x","y","color"
"1","ar\vr",0,"Кластер 0","committees
parallel",173,6.73525981498075,3.61398297208864,"#17becf"
"2","ar\vr",0,"Кластер 0","interfaces
neutral",586,10.4435332502007,13.8099149701611,"#17becf"
"3","ar\vr",0,"Кластер 0","reservations
linking",751,10.1956024231532,12.2594957122529,"#17becf"
"4","ar\vr",0,"Кластер 0","written
conflict
fabulous",1443,2.99116738669204,7.10679880718218,"#17becf"
"5","ar\vr",1,"Кластер 1","celtic
automation",715,12.1972752022191,4.7237514170144,"#bcbd22"
"6","ar\vr",1,"Кластер 1","filling
volunteers
academics",773,10.8339199582772,8.65273665828123,"#bcbd22"
"7","ar\vr",1,"Кластер 1","michael
tobacco",1007,6.21087987032822,12.7212639577809,"#bcbd22"
"8","ar\vr",1,"Кластер 1","postcards
looked
republic
detector",1397,10.4744742222232,6.22001196703306,"#bcbd22"
"9","ar\vr",2,"Кластер 2","bangkok
mining
fascinating",682,5.08424715392945,13.4800305609912,"#7f7f7f"
"10","ar\vr",2,"Кластер 2","enquiries
implementation",1249,3.58071797988616,8.08995146156734,"#7f7f7f"
"11","ar\vr",2,"Кластер 2","previously
standing
languages
commands",889,14.6680887820191,8.46713644099288,"#7f7f7f"
"12","ar\vr",3,"Кластер 3","announces
independent",1669,0.381986121545775,7.67541178151655,"#e377c2"
"13","ar\vr",3,"Кластер 3","reload
athletics",1189,6.02094431119854,4.35527802486493,"#e377c2"
"14","ar\vr",3,"Кластер 3","several
animated",260,11.4512222721765,6.64168548378175,"#e377c2"
"15","available",0,"Кластер 0","containers
raises",1901,11.5537240462348,14.8389727333709,"#17becf"
"16","available",0,"Кластер 0","engage gazette",1694,13.5770557205145,14.5683480758158,"#17becf"
"17","available",0,"Кластер 0","michael
tobacco
oriented",1433,2.53454066836685,7.20131215937423,"#17becf"
"18","available",0,"Кластер 0","mobiles sensor",426,14.9166191553076,5.80753572949995,"#17becf"
"19","available",1,"Кластер 1","collectables
departments",1247,11.1660868487018,12.9851225590248,"#bcbd22"
"20","available",1,"Кластер 1","correctly
washing
trauma",910,0.854609474823387,2.85456708582139,"#bcbd22"
"21","available",1,"Кластер 1","minerals
reception",907,5.19825748822837,14.8176180176891,"#bcbd22"
"22","available",1,"Кластер 1","signed
reception",1793,9.56087137758692,6.23403528894244,"#bcbd22"
"23","available",2,"Кластер 2","announces
independent
coaching
travelers",1041,8.70170453927645,12.305153970992,"#7f7f7f"
"24","available",2,"Кластер 2","copyright
crossword",1404,3.54236681601335,10.4889963875112,"#7f7f7f"
"25","available",2,"Кластер 2","disposition
layout",454,0.990870893551439,6.51320689378375,"#7f7f7f"
"26","available",2,"Кластер 2","optimal
artificial
orders
complicated",1037,13.2032863049992,14.3742055178906,"#7f7f7f"
"27","available",3,"Кластер 3","exports
closing
supported",401,11.399484980573,4.20647002015706,"#e377c2"
"28","available",3,"Кластер 3","logging
suggested",1749,13.843937050503,9.68818817304463,"#e377c2"
"29","available",3,"Кластер 3","offset
cnetcom
applying",649,9.55702672645926,3.4572979889186,"#e377c2"
"30","capability",0,"Кластер 0","amended
mailed
analyzed",1184,3.36253944849224,7.86217858905777,"#17becf"
"31","capability",0,"Кластер 0","bouquet
beyond
indian",203,9.68140199408992,4.88606728728648,"#17becf"
"32","capability",0,"Кластер 0","postcards
looked",114,8.76000208881217,5.09056577020175,"#17becf"
"33","capability",0,"Кластер 0","tunnel lyrics",1013,14.1824957535366,11.2410941308774,"#17becf"
"34","capability",1,"Кластер 1","filter
substances",1532,2.43279386865292,4.84005822874247,"#bcbd22"
"35","capability",1,"Кластер 1","finishing
vanilla",683,1.02445120562257,7.37904012133553,"#bcbd22"
"36","capability",1,"Кластер 1","interfaces
neutral",1047,0.134107496011379,12.5155762836976,"#bcbd22"
"37","capability",1,"Кластер 1","thomson
veterans",563,2.445649316934,6.57701904647279,"#bcbd22"
"38","capability",2,"Кластер 2","approximately
defense",813,14.2777593909545,0.397621475066628,"#7f7f7f"
"39","capability",2,"Кластер 2","massage
sufficiently",1703,5.8941141416943,7.63523426447019,"#7f7f7f"
"40","capability",2,"Кластер 2","minerals
precipitation
voyeurweb",763,10.4013357853895,12.1175846316684,"#7f7f7f"
"41","capability",2,"Кластер 2","transmitted
australian",1986,5.65511235142357,5.85369760373959,"#7f7f7f"
"42","capability",3,"Кластер 3","batteries
nipples",411,7.50151859643833,8.18450521628896,"#e377c2"
"43","capability",3,"Кластер 3","education
evidence",1949,12.353595633491,0.726978826235651,"#e377c2"
"44","capability",3,"Кластер 3","mortality
decide",1928,12.2610417291594,4.07168307446577,"#e377c2"
"45","dialog",0,"Кластер 0","engage gazette",724,11.4770254410631,10.4817968144535,"#17becf"
"46","dialog",0,"Кластер 0","moderate
command
signals",721,14.421997026375,3.15535594386696,"#17becf"
"47","dialog",0,"Кластер 0","overcome
delight
office",1628,10.949312475456,1.24926933303312,"#17becf"
"48","dialog",0,"Кластер 0","several
animated",779,10.2836938792021,0.319009363382321,"#17becf"
"49","dialog",1,"Кластер 1","coalition
integration",1967,5.7889466473241,14.8685040589307,"#bcbd22"
"50","dialog",1,"Кластер 1","cycling
adaptive",387,8.7128214986515,2.05592114796171,"#bcbd22"
"51","dialog",1,"Кластер 1","interpretation
connections",1981,4.40935196976166,7.83528480199408,"#bcbd22"
"52","dialog",1,"Кластер 1","optimal
artificial
orders",1934,0.211918055631677,6.87886105659619,"#bcbd22"
"53","dialog",2,"Кластер 2","battery
pregnant",1198,2.98026424169874,12.8791439579322,"#7f7f7f"
"54","dialog",2,"Кластер 2","effectiveness
baskets",208,10.5945995654506,5.15833867764664,"#7f7f7f"
"55","dialog",2,"Кластер 2","packed italia",1125,0.325469051931774,1.15177467898026,"#7f7f7f"
"56","dialog",2,"Кластер 2","publicity
mongolia",1839,0.619892249427972,2.68150314462392,"#7f7f7f"
"57","dialog",3,"Кластер 3","programmer
cardiovascular
billion",1058,10.0440077611838,14.5616399555222,"#e377c2"
"58","dialog",3,"Кластер 3","russell
indonesian",506,13.9753401750909,1.38214261242753,"#e377c2"
"59","eligibility",0,"Кластер 0","dynamics
directly",1146,9.98014926469251,6.28142791406454,"#17becf"
"60","eligibility",0,"Кластер 0","hawaiian
directive",163,11.3818558322875,3.89813702195586,"#17becf"
"61","eligibility",0,"Кластер 0","several
animated
buried",1260,5.7723417077687,12.564796257345,"#17becf"
"62","eligibility",0,"Кластер 0","singles
unusual
buyers",866,14.8292798641862,7.85072857271258,"#17becf"
"63","eligibility",1,"Кластер 1","decision
surgeons
montreal",823,3.28393962143461,4.39674063521296,"#bcbd22"
"64","eligibility",1,"Кластер 1","knives
everybody",1377,5.60719182699956,13.1551892364094,"#bcbd22"
"65","eligibility",1,"Кластер 1","lighting
observe",281,11.4199190705095,3.16171112869247,"#bcbd22"
"66","eligibility",1,"Кластер 1","payday
oriental",1501,8.03571988256749,2.96569511927208,"#bcbd22"
"67","eligibility",1,"Кластер 1","vampire
injured",139,5.24768251519821,0.779161455508307,"#bcbd22"
"68","eligibility",2,"Кластер 2","alternative
homeless",129,14.9278793922424,10.2816125385436,"#7f7f7f"
"69","eligibility",2,"Кластер 2","celtic
automation",281,5.53990422443955,3.58055936045287,"#7f7f7f"
"70","eligibility",2,"Кластер 2","heavily
responsible",309,4.7835221162962,7.1724345006826,"#7f7f7f"
"71","eligibility",3,"Кластер 3","cowboy
arthritis",23,3.59898343826478,12.9682203860388,"#e377c2"
"72","eligibility",3,"Кластер 3","creativity
bloggers",1817,13.8932321938614,2.51335195309494,"#e377c2"
"73","eligibility",3,"Кластер 3","hawaiian
directive",1795,7.30967235447454,2.95973858532992,"#e377c2"
"74","except",0,"Кластер 0","coalition
integration
compute",749,11.9499904838673,6.96974401153415,"#17becf"
"75","except",0,"Кластер 0","helpful
arctic
minimal",1145,13.6270153863688,0.0926787698665416,"#17becf"
"76","except",0,"Кластер 0","overcome
delight
office",1438,8.74135159524577,4.78692153699838,"#17becf"
"77","except",0,"Кластер 0","retirement
privilege
recovered
beijing",723,11.3573746947571,10.2894127050618,"#17becf"
"78","except",1,"Кластер 1","announces
independent
latter
senator",1960,2.26056651765445,14.1270583699261,"#bcbd22"
"79","except",1,"Кластер 1","listings
finally",404,9.07106310398453,13.3375365137716,"#bcbd22"
"80","except",1,"Кластер 1","optimal
artificial
orders
concrete",1815,1.22886288438187,14.6632741834428,"#bcbd22"
"81","except",1,"Кластер 1","polish
removable",639,5.87597786428903,0.444778564354683,"#bcbd22"
"82","except",2,"Кластер 2","jacksonville
tomatoes
alberta",1968,6.76079798565489,10.9226261888489,"#7f7f7f"
"83","except",2,"Кластер 2","justin
thailand
inspection",347,9.71122941124064,10.1785800866423,"#7f7f7f"
"84","except",2,"Кластер 2","massage
sufficiently",1106,0.554515568280389,8.93952751225318,"#7f7f7f"
"85","except",2,"Кластер 2","showed
replacing",85,6.64061924492222,7.11676073611127,"#7f7f7f"
"86","except",3,"Кластер 3","missions
introduced",987,8.04242230501006,5.62345852539082,"#e377c2"
"87","except",3,"Кластер 3","spread
presidential",1250,14.0975522090638,9.8725020936147,"#e377c2"
"88","except",3,"Кластер 3","subscribers
member",778,10.0468302337447,3.41306254959556,"#e377c2"
"89","greetings",0,"Кластер 0","caution target",634,12.4682285880306,12.331067981952,"#17becf"
"90","greetings",0,"Кластер 0","effectiveness
baskets",65,6.1284426103306,14.3317841416724,"#17becf"
"91","greetings",0,"Кластер 0","publicity
mongolia",68,6.73720574173381,10.3260798959126,"#17becf"
"92","greetings",0,"Кластер 0","updating
occurred",965,3.53944609170172,8.20708220303641,"#17becf"
"93","greetings",1,"Кластер 1","finished
assigned",1507,9.71569224215273,0.060807208441534,"#bcbd22"
"94","greetings",1,"Кластер 1","notion
scenario",438,13.7660204278764,5.88093534519313,"#bcbd22"
"95","greetings",1,"Кластер 1","springer
bumper",1491,2.72160314932405,5.84762186833029,"#bcbd22"
"96","greetings",2,"Кластер 2","disposition
layout",279,10.9712137312682,4.8578103870613,"#7f7f7f"
"97","greetings",2,"Кластер 2","recipients
phentermine
attorneys",1502,12.4419839423558,1.23699823022332,"#7f7f7f"
"98","greetings",2,"Кластер 2","sapphire
grounds",335,1.16062641172002,3.64281972943476,"#7f7f7f"
"99","greetings",2,"Кластер 2","simulation
allocated
wellington",526,12.4677883263188,2.88180320695126,"#7f7f7f"
"100","greetings",3,"Кластер 3","comfort rivers",1806,6.96186624090715,6.43558956144368,"#e377c2"
"101","greetings",3,"Кластер 3","courtesy
textiles
diameter",84,0.509490380973245,4.15119880376407,"#e377c2"
"102","greetings",3,"Кластер 3","entire
ethical
speakers",1782,7.98591044008228,6.00369926848338,"#e377c2"
"103","housewives",0,"Кластер 0","annoying
dramatic",1377,12.7070734320944,2.01041064205675,"#17becf"
"104","housewives",0,"Кластер 0","mentor
reduced
shadow",719,9.04624196326209,13.7184083829496,"#17becf"
"105","housewives",0,"Кластер 0","publicity
mongolia",697,13.9601778356096,7.09662547342962,"#17becf"
"106","housewives",0,"Кластер 0","supply
suspended",1775,13.6964902443529,9.11018681591831,"#17becf"
"107","housewives",1,"Кластер 1","applicants
vacuum
trusts
famous",1495,10.7576130077501,12.7422227055046,"#bcbd22"
"108","housewives",1,"Кластер 1","formation
interests",1713,11.5830193729283,2.6348307106025,"#bcbd22"
"109","housewives",1,"Кластер 1","perfectly
department
composer",86,12.19036421152,6.81439243679882,"#bcbd22"
"110","housewives",1,"Кластер 1","revealed
renaissance",1834,10.4608475696844,1.51402970112641,"#bcbd22"
"111","housewives",2,"Кластер 2","coalition
integration
fantasy",1507,13.9021192658194,6.77911581379292,"#7f7f7f"
"112","housewives",2,"Кластер 2","notebook
performs",1907,14.63364442832,8.06691027455243,"#7f7f7f"
"113","housewives",2,"Кластер 2","sounds
belarus
easily",33,7.39928045039929,8.55976114149872,"#7f7f7f"
"114","housewives",3,"Кластер 3","florida
reserved",1347,7.50305595605054,8.61035172398048,"#e377c2"
"115","housewives",3,"Кластер 3","massive
informative",228,2.91109225551602,0.678182988527914,"#e377c2"
"116","housewives",3,"Кластер 3","sapphire
grounds
justice",946,7.67426339107464,5.93070364926875,"#e377c2"
"117","lithuania",0,"Кластер 0","cycles hungary",1631,12.9550559738564,2.09344717573251,"#17becf"
"118","lithuania",0,"Кластер 0","integral
unified",1814,11.8509068878414,0.0900026015531014,"#17becf"
"119","lithuania",0,"Кластер 0","rebate
classics",1352,1.72946469826321,0.158312902596421,"#17becf"
"120","lithuania",0,"Кластер 0","scanners
generated",1804,2.04558615533971,3.13285466364162,"#17becf"
"121","lithuania",1,"Кластер 1","barrier
ethernet",1009,6.30910663795604,8.77642820624069,"#bcbd22"
"122","lithuania",1,"Кластер 1","listings
finally
reservations",605,5.71226704722042,9.76354553887145,"#bcbd22"
"123","lithuania",1,"Кластер 1","mobiles sensor",40,0.0429773412071399,7.1495037652241,"#bcbd22"
"124","lithuania",1,"Кластер 1","postcards
looked
republic
detector",440,12.6491745311374,8.46797373227264,"#bcbd22"
"125","lithuania",2,"Кластер 2","celtic
automation
patients
sectors",40,6.0299460051537,0.114343651685935,"#7f7f7f"
"126","lithuania",2,"Кластер 2","dynamics
directly",321,6.70398814508256,4.44651796606322,"#7f7f7f"
"127","lithuania",2,"Кластер 2","holdem
configuring",1112,10.9996098661276,5.94937998465718,"#7f7f7f"
"128","lithuania",2,"Кластер 2","receiver
astrology",161,4.47688582714756,7.42975174791126,"#7f7f7f"
"129","lithuania",3,"Кластер 3","filter
substances",1570,10.3684218964997,13.832579399488,"#e377c2"
"130","lithuania",3,"Кластер 3","indirect
reminder",30,6.05751879118067,8.09312214412559,"#e377c2"
"131","lithuania",3,"Кластер 3","opportunities
upgrades",1155,5.12728881654384,4.16094405708861,"#e377c2"
"132","locator",0,"Кластер 0","auditor
transparent",421,0.127798019447756,12.7254691405302,"#17becf"
"133","locator",0,"Кластер 0","discover
mining",1011,1.97297821527532,11.3317271251878,"#17becf"
"134","locator",0,"Кластер 0","insights
downloaded",1831,9.89480600261275,9.57244742995312,"#17becf"
"135","locator",0,"Кластер 0","recording
remote",1451,0.0394480844368522,10.2116241461498,"#17becf"
"136","locator",1,"Кластер 1","applicants
vacuum
distance
restrictions",469,2.84275427816922,6.45628331366544,"#bcbd22"
"137","locator",1,"Кластер 1","massive
informative
musicians",1737,1.50690368306053,3.77691152720937,"#bcbd22"
"138","locator",1,"Кластер 1","offers
incorrect
presented",161,6.79590487228458,6.69169994154248,"#bcbd22"
"139","locator",1,"Кластер 1","suggestion
testimonials",501,2.08986641426717,1.46902829180803,"#bcbd22"
"140","locator",2,"Кластер 2","cincinnati
fundamentals",1054,4.38375978800076,7.44596618817954,"#7f7f7f"
"141","locator",2,"Кластер 2","greater
variety",1059,1.83198340620506,0.539303896733921,"#7f7f7f"
"142","locator",2,"Кластер 2","ireland
discipline",1547,3.6214186968412,7.47771856236726,"#7f7f7f"
"143","locator",2,"Кластер 2","portuguese
bathroom",659,3.26846890279015,7.00422615108478,"#7f7f7f"
"144","locator",3,"Кластер 3","anymore
undefined
partially",178,13.1506758876723,11.3799980586965,"#e377c2"
"145","locator",3,"Кластер 3","churches
charming",836,11.1761416368688,0.754619478983489,"#e377c2"
"146","locator",3,"Кластер 3","spasm filter",1869,9.96455166118688,12.4351793723294,"#e377c2"
"147","personnel",0,"Кластер 0","consider
making",756,13.8862555736971,6.55006331436611,"#17becf"
"148","personnel",0,"Кластер 0","margaret
groove",110,4.94440073987616,4.35046835151195,"#17becf"
"149","personnel",0,"Кластер 0","offset
cnetcom
applying
holdings",469,13.2743743254336,9.9165858026695,"#17becf"
"150","personnel",0,"Кластер 0","russell
indonesian",1613,11.1656881374172,12.360752945518,"#17becf"
"151","personnel",1,"Кластер 1","complaints
excited",912,11.1357873891664,12.3782166558737,"#bcbd22"
"152","personnel",1,"Кластер 1","listen hungary",44,9.12106132266925,5.11893926082732,"#bcbd22"
"153","personnel",1,"Кластер 1","poster
proceeding",1620,1.42744543380845,2.89661119650958,"#bcbd22"
"154","personnel",1,"Кластер 1","regarding
comprehensive
circulation",1236,9.29111631676244,9.15515969934559,"#bcbd22"
"155","personnel",2,"Кластер 2","mentor
reduced
posters",538,4.65565430420475,2.54492595528597,"#7f7f7f"
"156","personnel",2,"Кластер 2","particular
titles",1106,2.48685036752156,7.5101935578911,"#7f7f7f"
"157","personnel",2,"Кластер 2","pokemon
meanwhile
degree",1260,3.55974641218465,0.196584386687801,"#7f7f7f"
"158","personnel",2,"Кластер 2","ruling prepare",1702,12.238212305139,10.8351092970212,"#7f7f7f"
"159","personnel",3,"Кластер 3","enquiries
implementation
duplicate",866,13.1159025765228,9.01049730211948,"#e377c2"
"160","personnel",3,"Кластер 3","falling
dialogue",1369,12.0492678434662,14.4329547686348,"#e377c2"
"161","personnel",3,"Кластер 3","toronto
crisis
chamber",1819,4.9886702547225,11.3204289863022,"#e377c2"
"162","protein",0,"Кластер 0","bestsellers
enterprise
promotional",99,10.9835706824918,7.77052037828216,"#17becf"
"163","protein",0,"Кластер 0","offers
incorrect",1022,1.3138060552422,2.72233059233941,"#17becf"
"164","protein",0,"Кластер 0","operating
stevens
nirvana
gabriel",1206,4.02049406833203,5.24055644269971,"#17becf"
"165","protein",1,"Кластер 1","lighting
planes
greensboro",1818,13.0076800517813,2.37760161011172,"#bcbd22"
"166","protein",1,"Кластер 1","pictures
instances",936,11.5765949383786,7.91131286615882,"#bcbd22"
"167","protein",1,"Кластер 1","several
animated
buried",1705,1.66075285896004,3.30582120580202,"#bcbd22"
"168","protein",1,"Кластер 1","worthy
integrate
collect",1455,8.61925124630342,9.83329068634626,"#bcbd22"
"169","protein",2,"Кластер 2","access
michelle",697,4.99155925370381,10.2384452492055,"#7f7f7f"
"170","protein",2,"Кластер 2","cumshot
identifies",1547,6.97856945720361,9.3720282245828,"#7f7f7f"
"171","protein",2,"Кластер 2","responsibilities
resolve
complimentary",1725,1.96870274652246,5.70855073596188,"#7f7f7f"
"172","protein",2,"Кластер 2","waters career",904,13.6059974028045,3.47100859627413,"#7f7f7f"
"173","protein",3,"Кластер 3","announces
independent
coaching",480,11.9839591003307,4.64591939869593,"#e377c2"
"174","protein",3,"Кластер 3","guestbook
configure",374,5.13350488252724,8.75697137188656,"#e377c2"
"175","protein",3,"Кластер 3","speaker
permission",1197,6.01126759494461,3.61585393943252,"#e377c2"
"176","twisted",0,"Кластер 0","approach
publicly
disturbed",691,13.2935654947578,10.341439590785,"#17becf"
"177","twisted",0,"Кластер 0","offset
cnetcom
applying",587,2.16735461839557,0.9953402239891,"#17becf"
"178","twisted",0,"Кластер 0","posing
constitute
beginners
recycling",670,5.98792470233322,4.17369752828671,"#17becf"
"179","twisted",0,"Кластер 0","recycling
edited",1713,0.407414979468452,5.50064440906064,"#17becf"
"180","twisted",1,"Кластер 1","offset cnetcom",554,5.30473771568556,2.73498392968175,"#bcbd22"
"181","twisted",1,"Кластер 1","terrace people",1920,14.7428481812733,9.70583428956564,"#bcbd22"
"182","twisted",1,"Кластер 1","toronto
crisis
chamber
ceiling",535,1.22908102400272,11.3464405098343,"#bcbd22"
"183","twisted",1,"Кластер 1","watershed
accurate",1484,1.43370631907942,14.923944414158,"#bcbd22"
"184","twisted",2,"Кластер 2","gratuit
alabama",384,10.706032049587,2.21691423920396,"#7f7f7f"
"185","twisted",2,"Кластер 2","masturbation
brisbane",166,8.67974375138956,14.1691268277494,"#7f7f7f"
"186","twisted",2,"Кластер 2","pieces appeals",22,3.02424998319869,2.88018239999284,"#7f7f7f"
"187","twisted",2,"Кластер 2","turner
navigate
expenditures",23,11.2537831791068,3.42909055321339,"#7f7f7f"
"188","twisted",3,"Кластер 3","operating
stevens
regularly",1665,0.861920968267751,3.64269050094041,"#e377c2"
"189","twisted",3,"Кластер 3","vampire
injured",828,7.4117757771106,10.9988970520896,"#e377c2"
"190","winner",0,"Кластер 0","collectables
departments",1041,9.12359236512042,1.93935051876436,"#17becf"
"191","winner",0,"Кластер 0","filter collect",19,12.4238651720631,11.5797797936746,"#17becf"
"192","winner",0,"Кластер 0","suggestion
testimonials",1421,8.95987497378977,3.86184011770886,"#17becf"
"193","winner",0,"Кластер 0","toolbar
portfolio",161,8.64437418179972,5.71625394811092,"#17becf"
"194","winner",1,"Кластер 1","celtic
automation
patients
sectors",1803,8.9648404082771,9.14308623325673,"#bcbd22"
"195","winner",1,"Кластер 1","mirrors
administration",1727,1.72439696815675,12.8649146059031,"#bcbd22"
"196","winner",1,"Кластер 1","retirement
privilege
pathology
sydney",1384,8.19854625589445,6.32251049553845,"#bcbd22"
"197","winner",1,"Кластер 1","turtle
electronic",1393,13.4277795565701,4.0235820688038,"#bcbd22"
"198","winner",2,"Кластер 2","auction causes",347,11.0288444230533,3.96985463879557,"#7f7f7f"
"199","winner",2,"Кластер 2","courtesy
textiles
diameter",428,10.1527189614644,13.8518324501446,"#7f7f7f"
"200","winner",2,"Кластер 2","cycling
adaptive",1158,11.2621272712349,12.0245494639326,"#7f7f7f"
"201","winner",2,"Кластер 2","pichunter
olympus",1667,6.83837067332885,14.2304450161691,"#7f7f7f"
"202","winner",3,"Кластер 3","hierarchy
geology",661,11.0859783031863,11.4049979622655,"#e377c2"
"203","winner",3,"Кластер 3","operating
stevens",818,14.3747006496923,13.3562461476281,"#e377c2"
"204","winner",3,"Кластер 3","simulation
allocated
wellington",536,1.00323338349163,5.09597235323656,"#e377c2"
"205","worlds",0,"Кластер 0","covered
harvest
rights",973,0.162540020503563,13.5745039560249,"#17becf"
"206","worlds",0,"Кластер 0","harmful
cultures",1866,4.78651837063608,4.65891684952542,"#17becf"
"207","worlds",0,"Кластер 0","island
holland
electric",1335,9.22331562361835,14.6839994235378,"#17becf"
"208","worlds",0,"Кластер 0","legends
directive",1062,5.19363224330391,3.42904553097666,"#17becf"
"209","worlds",1,"Кластер 1","moderate
command
dublin",1050,8.15554971663288,0.114380919582221,"#bcbd22"
"210","worlds",1,"Кластер 1","notion
scenario",1159,5.99801326213146,9.48804687078874,"#bcbd22"
"211","worlds",1,"Кластер 1","operating
stevens
nirvana",381,3.58510053984345,1.11684877181417,"#bcbd22"
"212","worlds",1,"Кластер 1","retirement
privilege
pathology",1499,3.17226100756282,2.73822080134856,"#bcbd22"
"213","worlds",2,"Кластер 2","applicants
vacuum
distance
restrictions",1785,11.9160108962685,1095753730,"#7f7f7f"
"214","worlds",2,"Кластер 2","operating
stevens",1382,11.5356691670322,4.16584872325282,"#7f7f7f"
"215","worlds",2,"Кластер 2","recipient
traffic",236,5.59362886969829,0.553367631011319,"#7f7f7f"
"216","worlds",2,"Кластер 2","ringtone
parental",471,11.7238949074537,4.36399449194796,"#7f7f7f"
"217","worlds",3,"Кластер 3","exchanges
castle",1097,8.08223065789387,6.58793295384626,"#e377c2"
"218","worlds",3,"Кластер 3","holdings
herbal",1476,3.98650789122862,10.9063398231319,"#e377c2"
"219","worlds",3,"Кластер 3","immunology
plates",1653,2.40702780518913,7.65152738334079,"#e377c2"
